GenBank Assembly ID (Accession.version)	GenBank release ID	RefSeq Assembly ID (Accession.version)	RefSeq release ID 	
GCA_000009765.2	3140618	GCF_000009765.2	3192468	
GCA_000010605.1	11408	GCF_000010605.1	32088	
GCA_000091305.1	111938	GCF_000091305.1	163818	
GCA_000092385.1	113018	GCF_000092385.1	354548	
GCA_000147815.3	300768	GCF_000147815.2	301138	
GCA_000148465.1	171668	GCF_000148465.1	251348	
GCA_000154885.1	180718	GCF_000154885.1	180738	
GCA_000154905.1	180758	GCF_000154905.1	180778	
GCA_000154925.1	180798	GCF_000154925.1	180818	
GCA_000154945.1	180838	GCF_000154945.1	180858	
GCA_000154965.1	180878	GCF_000154965.1	180898	
GCA_000156435.1	183778	GCF_000156435.1	183798	
GCA_000156455.1	183818	GCF_000156455.1	183838	
GCA_000156475.1	183858	GCF_000156475.1	183878	
GCA_000156695.2	1141788	GCF_000156695.2	1356448	
GCA_000158855.1	188598	GCF_000158855.1	239558	
GCA_000158875.1	188618	GCF_000158875.1	239578	
GCA_000158895.1	188638	GCF_000158895.1	239598	
GCA_000158915.1	188658	GCF_000158915.1	239618	
GCA_000158935.1	188678	GCF_000158935.1	188698	
GCA_000158955.1	188718	GCF_000158955.1	239638	
GCA_000158975.1	188738	GCF_000158975.1	239658	
GCA_000162775.1	196278	GCF_000162775.1	196298	
GCA_000163875.1	198458	GCF_000163875.1	198478	
GCA_000177175.2	250988	GCF_000177175.2	251268	
GCA_000177195.2	301198	GCF_000177195.2	301218	
GCA_000179195.1	226138	GCF_000179195.1	240288	
GCA_000179215.1	226158	GCF_000179215.1	240308	
GCA_000204605.2	277218	GCF_000204605.1	277238	
GCA_000213055.1	282028	GCF_000213055.1	282868	
GCA_000220705.2	4997248	GCF_000220705.2	5011938	
GCA_000225525.2	303238	GCF_000225525.1	303258	
GCA_000226455.1	305808	GCF_000226455.1	366178	
GCA_000237305.1	320038	GCF_000237305.1	324608	
GCA_000239075.2	323908	GCF_000239075.1	323928	
GCA_000240165.1	322848	GCF_000240165.1	376848	
GCA_000242715.2	345248	GCF_000242715.1	398908	
GCA_000245355.1	332148	GCF_000245355.1	379038	
GCA_000253235.1	362948	GCF_000253235.1	441368	
GCA_000258595.1	369218	GCF_000258595.1	443718	
GCA_000259895.1	373758	GCF_000259895.1	648078	
GCA_000261345.2	2755258	GCF_000261345.2	2770498	
GCA_000262345.1	379438	GCF_000262345.1	616998	
GCA_000269985.1	388958	GCF_000269985.1	392018	
GCA_000280865.2	26438178	GCF_000280865.2	26688878	
GCA_000280905.1	401748	GCF_000280905.1	648378	
GCA_000297155.3	21807978	GCF_000297155.3	21828098	
GCA_000297635.1	424968	GCF_000297635.1	648938	
GCA_000299175.2	5705898	GCF_000299175.2	5714568	
GCA_000302615.1	438468	GCF_000302615.1	621238	
GCA_000316095.1	503108	GCF_000316095.1	615758	
GCA_000317595.1	504328	GCF_000317595.1	513778	
GCA_000331005.1	521908	GCF_000331005.1	525768	
GCA_000331185.2	25687838	GCF_000331185.2	25716578	
GCA_000332625.1	526738	GCF_000332625.1	530868	
GCA_000340335.2	581688	GCF_000340335.1	581708	
GCA_000340845.1	540678	GCF_000340845.1	567028	
GCA_000342125.1	552028	GCF_000342125.1	556528	
GCA_000342345.1	552308	GCF_000342345.1	556428	
GCA_000349325.1	561808	GCF_000349325.1	562028	
GCA_000359525.1	582108	GCF_000359525.1	588308	
GCA_000364805.1	588548	GCF_000364805.1	589778	
GCA_000367365.1	591828	GCF_000367365.1	640518	
GCA_000372745.1	603118	GCF_000372745.1	635238	
GCA_000373225.1	603378	GCF_000373225.1	635758	
GCA_000373305.1	603418	GCF_000373305.1	635838	
GCA_000373405.1	603468	GCF_000373405.1	635938	
GCA_000373525.1	603528	GCF_000373525.1	688898	
GCA_000373565.1	603548	GCF_000373565.1	636018	
GCA_000373585.1	603558	GCF_000373585.1	636038	
GCA_000373625.1	603578	GCF_000373625.1	636078	
GCA_000373645.1	603588	GCF_000373645.1	636098	
GCA_000373665.1	603598	GCF_000373665.1	636118	
GCA_000373685.1	603608	GCF_000373685.1	636138	
GCA_000375625.1	597878	GCF_000375625.1	632618	
GCA_000375725.1	597978	GCF_000375725.1	632658	
GCA_000376565.1	598848	GCF_000376565.1	640538	
GCA_000380165.1	603128	GCF_000380165.1	635258	
GCA_000381025.1	606968	GCF_000381025.1	649998	
GCA_000382745.1	607938	GCF_000382745.1	665858	
GCA_000383595.1	610898	GCF_000383595.1	667238	
GCA_000383615.1	610908	GCF_000383615.1	667258	
GCA_000383635.1	610918	GCF_000383635.1	667278	
GCA_000383655.1	610928	GCF_000383655.1	667298	
GCA_000383935.1	610618	GCF_000383935.1	665798	
GCA_000384175.1	610478	GCF_000384175.1	665158	
GCA_000385945.1	643538	GCF_000385945.1	653838	
GCA_000403665.1	697878	GCF_000403665.1	857628	
GCA_000403765.2	750288	GCF_000403765.2	800628	
GCA_000404005.1	695528	GCF_000404005.1	711748	
GCA_000411315.1	705538	GCF_000411315.1	710348	
GCA_000411495.1	705718	GCF_000411495.1	713888	
GCA_000412265.2	1820798	GCF_000412265.2	1832818	
GCA_000414115.1	709448	GCF_000414115.1	857568	
GCA_000415505.1	746008	GCF_000415505.1	1024278	
GCA_000418455.1	726248	GCF_000418455.1	857768	
GCA_000424945.1	776388	GCF_000424945.1	1128458	
GCA_000429085.1	778338	GCF_000429085.1	1128478	
GCA_000444875.1	753408	GCF_000444875.1	753428	
GCA_000478605.2	3472358	GCF_000478605.2	3475688	
GCA_000495635.2	40289678	GCF_000495635.2	40481848	
GCA_000495755.1	855508	GCF_000495755.1	855778	
GCA_000497425.1	864268	GCF_000497425.1	878868	
GCA_000497445.1	864258	GCF_000497445.1	878888	
GCA_000498935.1	861488	GCF_000498935.1	863188	
GCA_000504065.2	965498	GCF_000504065.1	1447588	
GCA_000518045.1	891058	GCF_000518045.1	1080728	
GCA_000590515.1	964628	GCF_000590515.1	1448088	
GCA_000611795.1	986648	GCF_000611795.1	1447888	
GCA_000612545.1	996398	GCF_000612545.1	1447948	
GCA_000647875.1	1023878	GCF_000647875.1	1125358	
GCA_000695235.1	1073808	GCF_000695235.1	1515738	
GCA_000696185.1	1086198	GCF_000696185.1	1438658	
GCA_000696595.1	1086928	GCF_000696595.1	1139918	
GCA_000698495.1	1096258	GCF_000698495.1	1447868	
GCA_000698945.1	1104028	GCF_000698945.1	2036298	
GCA_000700005.2	7548808	GCF_000700005.2	7553778	
GCA_000702365.1	1109378	GCF_000702365.1	1356428	
GCA_000707925.2	15642908	GCF_000707925.2	15725728	
GCA_000707945.1	1131598	GCF_000707945.1	1360048	
GCA_000707965.1	1131618	GCF_000707965.1	1576038	
GCA_000709915.1	1139598	GCF_000709915.1	1447488	
GCA_000710405.2	2554868	GCF_000710405.2	2560788	
GCA_000710465.2	2554888	GCF_000710465.2	2560868	
GCA_000715745.1	1154978	GCF_000715745.1	1162088	
GCA_000715845.1	1155078	GCF_000715845.1	1161098	
GCA_000716025.1	1155238	GCF_000716025.1	1161938	
GCA_000716215.1	1155448	GCF_000716215.1	1161408	
GCA_000716335.1	1161908	GCF_000716335.1	1168958	
GCA_000716435.1	1155568	GCF_000716435.1	1640638	
GCA_000716445.1	1155578	GCF_000716445.1	1368828	
GCA_000716455.1	1155588	GCF_000716455.1	1359188	
GCA_000716515.1	1155618	GCF_000716515.1	1360638	
GCA_000716525.1	1155668	GCF_000716525.1	1368938	
GCA_000716535.1	1155658	GCF_000716535.1	1447568	
GCA_000716545.1	1155678	GCF_000716545.1	1368868	
GCA_000716605.1	1155748	GCF_000716605.1	1369198	
GCA_000716615.1	1155758	GCF_000716615.1	1368918	
GCA_000716625.1	1155728	GCF_000716625.1	1368798	
GCA_000716675.1	1155778	GCF_000716675.1	1369128	
GCA_000716685.1	1155798	GCF_000716685.1	1368888	
GCA_000716745.1	1155838	GCF_000716745.1	1360158	
GCA_000716805.1	1155908	GCF_000716805.1	1369258	
GCA_000716845.1	1155938	GCF_000716845.1	1360008	
GCA_000716875.1	1155958	GCF_000716875.1	1369278	
GCA_000716885.1	1156018	GCF_000716885.1	1369318	
GCA_000716935.1	1156048	GCF_000716935.1	1356408	
GCA_000716945.1	1156058	GCF_000716945.1	1356488	
GCA_000716965.1	1156098	GCF_000716965.1	1369088	
GCA_000717015.1	1156128	GCF_000717015.1	1356348	
GCA_000717025.1	1156138	GCF_000717025.1	1447548	
GCA_000717055.1	1156178	GCF_000717055.1	1369238	
GCA_000717105.1	1156228	GCF_000717105.1	1399158	
GCA_000717185.1	1156318	GCF_000717185.1	1369068	
GCA_000717215.1	1156308	GCF_000717215.1	1638398	
GCA_000717245.1	1156338	GCF_000717245.1	1164348	
GCA_000717275.1	1156378	GCF_000717275.1	1438738	
GCA_000717285.1	1156388	GCF_000717285.1	1360088	
GCA_000717345.1	1156458	GCF_000717345.1	1369148	
GCA_000717375.1	1156528	GCF_000717375.1	1368988	
GCA_000717595.1	1156698	GCF_000717595.1	1165568	
GCA_000717635.1	1156768	GCF_000717635.1	1165768	
GCA_000717645.1	1156728	GCF_000717645.1	1165408	
GCA_000717655.1	1156778	GCF_000717655.1	1165468	
GCA_000717665.1	1156758	GCF_000717665.1	1165648	
GCA_000717715.1	1156818	GCF_000717715.1	1318638	
GCA_000717725.1	1156808	GCF_000717725.1	1165308	
GCA_000717745.1	1156858	GCF_000717745.1	1165328	
GCA_000717795.1	1156888	GCF_000717795.1	1167338	
GCA_000717805.1	1156938	GCF_000717805.1	1165028	
GCA_000717815.1	1156898	GCF_000717815.1	1165748	
GCA_000717845.1	1156928	GCF_000717845.1	1167998	
GCA_000717875.1	1156958	GCF_000717875.1	1165288	
GCA_000717895.1	1156978	GCF_000717895.1	1168458	
GCA_000717915.1	1157038	GCF_000717915.1	1164928	
GCA_000717925.1	1157018	GCF_000717925.1	1165788	
GCA_000717945.1	1157048	GCF_000717945.1	1167618	
GCA_000717965.1	1157058	GCF_000717965.1	1318798	
GCA_000717995.1	1157098	GCF_000717995.1	1165048	
GCA_000718015.1	1157128	GCF_000718015.1	1165388	
GCA_000718025.1	1157118	GCF_000718025.1	1165808	
GCA_000718095.1	1157198	GCF_000718095.1	1165688	
GCA_000718135.1	1157218	GCF_000718135.1	1166818	
GCA_000718155.1	1157268	GCF_000718155.1	1165228	
GCA_000718165.1	1157248	GCF_000718165.1	1166958	
GCA_000718175.1	1157298	GCF_000718175.1	1166778	
GCA_000718205.1	1157278	GCF_000718205.1	1167398	
GCA_000718235.1	1157338	GCF_000718235.1	1167458	
GCA_000718245.1	1157348	GCF_000718245.1	1165508	
GCA_000718295.1	1157418	GCF_000718295.1	1164988	
GCA_000718305.1	1157378	GCF_000718305.1	2260708	
GCA_000718315.1	1157428	GCF_000718315.1	1447528	
GCA_000718375.1	1157488	GCF_000718375.1	1167858	
GCA_000718455.1	1157558	GCF_000718455.1	1166858	
GCA_000718525.1	1157658	GCF_000718525.1	1167538	
GCA_000718595.1	1157678	GCF_000718595.1	1165148	
GCA_000718615.1	1157718	GCF_000718615.1	1168538	
GCA_000718625.1	1157738	GCF_000718625.1	1167638	
GCA_000718635.1	1157728	GCF_000718635.1	1893988	
GCA_000718675.1	1157758	GCF_000718675.1	1168678	
GCA_000718695.1	1157788	GCF_000718695.1	1165068	
GCA_000718705.1	1157798	GCF_000718705.1	1167478	
GCA_000718715.1	1157818	GCF_000718715.1	1168518	
GCA_000718755.1	1157838	GCF_000718755.1	1168618	
GCA_000718775.1	1157868	GCF_000718775.1	1167498	
GCA_000718785.1	1157878	GCF_000718785.1	1165208	
GCA_000718815.1	1157898	GCF_000718815.1	1168418	
GCA_000718835.1	1157918	GCF_000718835.1	1168718	
GCA_000718855.1	1157948	GCF_000718855.1	1165528	
GCA_000718865.1	1157958	GCF_000718865.1	1168638	
GCA_000718895.1	1157978	GCF_000718895.1	1165908	
GCA_000718915.1	1157998	GCF_000718915.1	1168478	
GCA_000718935.1	1158018	GCF_000718935.1	1167418	
GCA_000718945.1	1158058	GCF_000718945.1	1165008	
GCA_000718955.1	1158048	GCF_000718955.1	1167578	
GCA_000718985.1	1158078	GCF_000718985.1	1184758	
GCA_000719015.1	1158128	GCF_000719015.1	1165708	
GCA_000719035.1	1158138	GCF_000719035.1	1167658	
GCA_000719095.1	1158188	GCF_000719095.1	1165348	
GCA_000719135.1	1158228	GCF_000719135.1	2259988	
GCA_000719175.1	1158298	GCF_000719175.1	1166758	
GCA_000719185.1	1158288	GCF_000719185.1	1166918	
GCA_000719195.1	1158318	GCF_000719195.1	1168578	
GCA_000719255.1	1158368	GCF_000719255.1	1168078	
GCA_000719265.1	1158358	GCF_000719265.1	1165728	
GCA_000719285.1	1158398	GCF_000719285.1	1184558	
GCA_000719335.1	1158438	GCF_000719335.1	1165128	
GCA_000719345.1	1158478	GCF_000719345.1	1167598	
GCA_000719355.1	1158448	GCF_000719355.1	1167358	
GCA_000719365.1	1158458	GCF_000719365.1	1165888	
GCA_000719425.1	1158528	GCF_000719425.1	1168778	
GCA_000719435.1	1158538	GCF_000719435.1	1167558	
GCA_000719475.1	1158558	GCF_000719475.1	1168498	
GCA_000719495.1	1158608	GCF_000719495.1	1167298	
GCA_000719505.1	1158618	GCF_000719505.1	1165588	
GCA_000719555.1	1158638	GCF_000719555.1	1168598	
GCA_000719575.1	1158668	GCF_000719575.1	1168398	
GCA_000719585.1	1158678	GCF_000719585.1	1165448	
GCA_000719605.1	1158698	GCF_000719605.1	1168438	
GCA_000719625.1	1158718	GCF_000719625.1	1167178	
GCA_000719655.1	1158748	GCF_000719655.1	1165608	
GCA_000719665.1	1158758	GCF_000719665.1	1165828	
GCA_000719705.1	1158798	GCF_000719705.1	1165268	
GCA_000719735.1	1158828	GCF_000719735.1	1165848	
GCA_000719745.1	1158838	GCF_000719745.1	1318558	
GCA_000719775.1	1158868	GCF_000719775.1	1167518	
GCA_000719785.1	1158878	GCF_000719785.1	1168698	
GCA_000719815.1	1158918	GCF_000719815.1	1165928	
GCA_000719855.1	1158938	GCF_000719855.1	1167938	
GCA_000719865.1	1158958	GCF_000719865.1	1166738	
GCA_000719895.1	1158988	GCF_000719895.1	1167758	
GCA_000719915.1	1159008	GCF_000719915.1	1167438	
GCA_000719925.1	1159018	GCF_000719925.1	1356468	
GCA_000719955.1	1159038	GCF_000719955.1	1165488	
GCA_000720055.1	1159148	GCF_000720055.1	1167318	
GCA_000720065.1	1159178	GCF_000720065.1	1167698	
GCA_000720115.1	1159198	GCF_000720115.1	1167378	
GCA_000720135.1	1159218	GCF_000720135.1	1165668	
GCA_000720145.1	1159238	GCF_000720145.1	1168018	
GCA_000720175.1	1159258	GCF_000720175.1	1167738	
GCA_000720185.1	1159278	GCF_000720185.1	1447848	
GCA_000720215.1	1159298	GCF_000720215.1	1167918	
GCA_000720235.1	1159318	GCF_000720235.1	1167838	
GCA_000720255.1	1159338	GCF_000720255.1	1447608	
GCA_000720295.1	1159428	GCF_000720295.1	1168798	
GCA_000720325.1	1159438	GCF_000720325.1	1167258	
GCA_000720395.1	1159478	GCF_000720395.1	1167078	
GCA_000720405.1	1159508	GCF_000720405.1	1168038	
GCA_000720455.1	1159538	GCF_000720455.1	1168138	
GCA_000720475.1	1159568	GCF_000720475.1	1166798	
GCA_000720485.1	1159578	GCF_000720485.1	1168918	
GCA_000720505.1	1159628	GCF_000720505.1	1169058	
GCA_000720565.1	1159658	GCF_000720565.1	1167118	
GCA_000720595.1	1159688	GCF_000720595.1	1167038	
GCA_000720605.1	1159698	GCF_000720605.1	1167058	
GCA_000720635.1	1159728	GCF_000720635.1	1168938	
GCA_000720645.1	1159738	GCF_000720645.1	1168338	
GCA_000720675.1	1159758	GCF_000720675.1	1168658	
GCA_000720685.1	1159778	GCF_000720685.1	1167138	
GCA_000720715.1	1159808	GCF_000720715.1	1168738	
GCA_000720725.1	1159818	GCF_000720725.1	1167198	
GCA_000720755.1	1159848	GCF_000720755.1	1167158	
GCA_000720765.1	1159858	GCF_000720765.1	1168298	
GCA_000720795.1	1159878	GCF_000720795.1	1168158	
GCA_000720835.1	1159928	GCF_000720835.1	1166938	
GCA_000720875.1	1159978	GCF_000720875.1	1167278	
GCA_000720885.1	1159968	GCF_000720885.1	1447368	
GCA_000720915.1	1160018	GCF_000720915.1	1167018	
GCA_000721035.1	1160128	GCF_000721035.1	1167958	
GCA_000721045.1	1160138	GCF_000721045.1	1168758	
GCA_000721105.1	1160188	GCF_000721105.1	1167218	
GCA_000721155.1	1160238	GCF_000721155.1	1167798	
GCA_000721175.1	1160258	GCF_000721175.1	1166878	
GCA_000721185.1	1160288	GCF_000721185.1	1166998	
GCA_000721205.1	1160298	GCF_000721205.1	1167818	
GCA_000721235.1	1160318	GCF_000721235.1	1168818	
GCA_000721255.1	1160348	GCF_000721255.1	1166898	
GCA_000721265.1	1160358	GCF_000721265.1	1168178	
GCA_000721305.1	1160398	GCF_000721305.1	1168058	
GCA_000721335.1	1160418	GCF_000721335.1	1168978	
GCA_000721345.1	1160448	GCF_000721345.1	1319168	
GCA_000721365.1	1160478	GCF_000721365.1	1168838	
GCA_000721415.1	1160498	GCF_000721415.1	1168858	
GCA_000721435.1	1160538	GCF_000721435.1	1168898	
GCA_000721445.1	1160548	GCF_000721445.1	1168098	
GCA_000721455.1	1160558	GCF_000721455.1	1447828	
GCA_000721495.1	1160578	GCF_000721495.1	1184838	
GCA_000721515.1	1160608	GCF_000721515.1	1638358	
GCA_000721525.1	1160618	GCF_000721525.1	1168258	
GCA_000721535.1	1160638	GCF_000721535.1	1167878	
GCA_000721575.1	1160658	GCF_000721575.1	1167898	
GCA_000721595.1	1160678	GCF_000721595.1	1447788	
GCA_000721605.1	1160698	GCF_000721605.1	1167978	
GCA_000721665.1	1160738	GCF_000721665.1	1167098	
GCA_000721685.1	1160758	GCF_000721685.1	1167718	
GCA_000721715.1	1160798	GCF_000721715.1	1168238	
GCA_000721935.1	1161248	GCF_000721935.1	1168998	
GCA_000721945.1	1161228	GCF_000721945.1	1168878	
GCA_000721955.1	1161238	GCF_000721955.1	1168318	
GCA_000722015.1	1161268	GCF_000722015.1	1168118	
GCA_000722185.1	1161458	GCF_000722185.1	1169018	
GCA_000725125.1	1169098	GCF_000725125.1	1447988	
GCA_000725465.1	1169468	GCF_000725465.1	1184338	
GCA_000725475.1	1169478	GCF_000725475.1	1174218	
GCA_000725495.1	1169448	GCF_000725495.1	1447468	
GCA_000725545.1	1169528	GCF_000725545.1	1174058	
GCA_000725555.1	1169558	GCF_000725555.1	1174178	
GCA_000725565.1	1169538	GCF_000725565.1	1174338	
GCA_000725575.1	1169548	GCF_000725575.1	1174358	
GCA_000725625.1	1169618	GCF_000725625.1	1447808	
GCA_000725635.1	1169598	GCF_000725635.1	1174258	
GCA_000725645.1	1169628	GCF_000725645.1	1174298	
GCA_000725655.1	1169638	GCF_000725655.1	1174318	
GCA_000725705.1	1169688	GCF_000725705.1	1174038	
GCA_000725715.1	1169708	GCF_000725715.1	1174098	
GCA_000725725.1	1169718	GCF_000725725.1	1174158	
GCA_000725745.1	1169728	GCF_000725745.1	1174078	
GCA_000725785.1	1169778	GCF_000725785.1	1174118	
GCA_000725795.1	1169788	GCF_000725795.1	1174278	
GCA_000725805.1	1169798	GCF_000725805.1	1174138	
GCA_000725885.1	1169868	GCF_000725885.1	1174238	
GCA_000738695.1	1186678	GCF_000738695.1	1447648	
GCA_000738715.1	1186668	GCF_000738715.1	1447688	
GCA_000739045.1	1187168	GCF_000739045.1	1639228	
GCA_000739105.1	1187068	GCF_000739105.1	1494718	
GCA_000743295.1	1191508	GCF_000743295.1	1356548	
GCA_000744225.1	1192528	GCF_000744225.1	1438498	
GCA_000744655.1	1192948	GCF_000744655.1	1662568	
GCA_000744705.1	1193028	GCF_000744705.1	1424358	
GCA_000744785.1	1193078	GCF_000744785.1	1438618	
GCA_000744815.1	1193128	GCF_000744815.1	1447108	
GCA_000745345.1	1193638	GCF_000745345.1	1447928	
GCA_000761215.1	1318068	GCF_000761215.1	1639698	
GCA_000764715.1	1351248	GCF_000764715.1	1447508	
GCA_000772045.1	1369478	GCF_000772045.1	2931828	
GCA_000787755.1	1393098	GCF_000787755.1	1524668	
GCA_000787775.1	1393118	GCF_000787775.1	1524448	
GCA_000787795.1	1393138	GCF_000787795.1	1524708	
GCA_000787815.1	1393158	GCF_000787815.1	1524228	
GCA_000787835.1	1393178	GCF_000787835.1	1524348	
GCA_000787855.1	1393198	GCF_000787855.1	1524588	
GCA_000797385.1	1409518	GCF_000797385.1	1412568	
GCA_000800535.1	1419978	GCF_000800535.1	1810748	
GCA_000802245.2	4455778	GCF_000802245.2	4499278	
GCA_000805335.1	1425278	GCF_000805335.1	1638478	
GCA_000813365.1	1461878	GCF_000813365.1	1517668	
GCA_000816025.1	1465448	GCF_000816025.1	1502408	
GCA_000816465.4	4833248	GCF_000816465.3	4845918	
GCA_000816485.1	1465938	GCF_000816485.1	1475228	
GCA_000818195.1	1476778	GCF_000818195.1	1480098	
GCA_000819545.1	1478738	GCF_000819545.1	1639458	
GCA_000827005.1	1490068	GCF_000827005.1	1501398	
GCA_000829695.1	1506308	GCF_000829695.1	1522508	
GCA_000829715.2	1713618	GCF_000829715.2	1716298	
GCA_000830005.1	1506678	GCF_000830005.1	1508508	
GCA_000836635.1	1531288	GCF_000836635.1	1645448	
GCA_000931445.1	1635988	GCF_000931445.1	1659638	
GCA_000932225.2	6017068	GCF_000932225.2	6021988	
GCA_000935125.1	1645248	GCF_000935125.1	1659518	
GCA_000935135.2	3946228	GCF_000935135.2	3952788	
GCA_000935185.3	5956238	GCF_000935185.3	5974748	
GCA_000952035.2	4192598	GCF_000952035.2	4195678	
GCA_000955965.1	1690008	GCF_000955965.1	1699018	
GCA_000956015.1	1690068	GCF_000956015.1	1699238	
GCA_000958545.1	1697998	GCF_000958545.1	1704548	
GCA_000961885.1	1705458	GCF_000961885.1	1708768	
GCA_000966955.1	1715548	GCF_000966955.1	1718938	
GCA_000966965.1	1715528	GCF_000966965.1	1718918	
GCA_000966975.1	1715568	GCF_000966975.1	1719018	
GCA_000968255.1	1719368	GCF_000968255.1	1894668	
GCA_000968685.2	4197738	GCF_000968685.2	4203098	
GCA_000972385.1	1727158	GCF_000972385.1	1728578	
GCA_000972395.1	1727118	GCF_000972395.1	1728498	
GCA_000972435.1	1727228	GCF_000972435.1	1728538	
GCA_000974485.1	1730218	GCF_000974485.1	3138518	
GCA_000974985.2	3689808	GCF_000974985.2	3690728	
GCA_000978515.1	1735968	GCF_000978515.1	1736958	
GCA_000980885.2	3689988	GCF_000980885.2	3700628	
GCA_000981895.1	1741508	GCF_000981895.1	1747838	
GCA_000988945.1	1753638	GCF_000988945.1	1769958	
GCA_000993785.3	13349168	GCF_000993785.3	13397978	
GCA_001005085.2	3726908	GCF_001005085.2	3731818	
GCA_001005295.1	1770568	GCF_001005295.1	1771788	
GCA_001005405.1	1770728	GCF_001005405.1	1771748	
GCA_001008135.1	1775168	GCF_001008135.1	1779018	
GCA_001008345.1	1776098	GCF_001008345.1	1778998	
GCA_001011035.1	1782088	GCF_001011035.1	1782538	
GCA_001013905.1	1787218	GCF_001013905.1	1788318	
GCA_001014595.1	1788458	GCF_001014595.1	1789358	
GCA_001027185.1	1806948	GCF_001027185.1	25917228	
GCA_001040905.1	1846988	GCF_001040905.1	25916048	
GCA_001044185.1	1850928	GCF_001044185.1	1853208	
GCA_001044425.1	1851168	GCF_001044425.1	1853308	
GCA_001047315.1	1856258	GCF_001047315.1	1858338	
GCA_001047325.1	1856238	GCF_001047325.1	1858698	
GCA_001049855.1	1860518	GCF_001049855.1	4893328	
GCA_001083795.1	1900868	GCF_001083795.1	2024088	
GCA_001182915.1	2023388	GCF_001182915.1	2028188	
GCA_001184025.1	2025108	GCF_001184025.1	3146178	
GCA_001187435.1	2029408	GCF_001187435.1	2030648	
GCA_001188955.3	3484828	GCF_001188955.3	3493588	
GCA_001189015.1	2032398	GCF_001189015.1	2188458	
GCA_001189025.1	2032408	GCF_001189025.1	2187178	
GCA_001189035.1	2032418	GCF_001189035.1	2197648	
GCA_001190165.1	2033898	GCF_001190165.1	2187338	
GCA_001267885.1	2240228	GCF_001267885.1	2292118	
GCA_001270025.1	2242628	GCF_001270025.1	2816448	
GCA_001270485.1	2243118	GCF_001270485.1	2292718	
GCA_001270495.1	2243128	GCF_001270495.1	2292598	
GCA_001270505.1	2243108	GCF_001270505.1	2292518	
GCA_001270515.1	2243098	GCF_001270515.1	2292538	
GCA_001270565.1	2243188	GCF_001270565.1	2292358	
GCA_001270575.1	2243168	GCF_001270575.1	2292658	
GCA_001270585.1	2243178	GCF_001270585.1	2292618	
GCA_001270635.1	2243218	GCF_001270635.1	2292678	
GCA_001270675.1	2243228	GCF_001270675.1	2297478	
GCA_001278075.1	2306778	GCF_001278075.1	2307928	
GCA_001278095.1	2306798	GCF_001278095.1	2307948	
GCA_001279005.1	2308448	GCF_001279005.1	2310568	
GCA_001279015.1	2308478	GCF_001279015.1	2312458	
GCA_001279025.1	2308488	GCF_001279025.1	2310528	
GCA_001279065.1	2308508	GCF_001279065.1	2313098	
GCA_001279075.1	2308528	GCF_001279075.1	2312578	
GCA_001279095.1	2308548	GCF_001279095.1	2313178	
GCA_001279105.1	2308568	GCF_001279105.1	2313198	
GCA_001279345.1	2308848	GCF_001279345.1	2312498	
GCA_001279355.1	2308788	GCF_001279355.1	2310588	
GCA_001279365.1	2308818	GCF_001279365.1	2310788	
GCA_001279375.1	2308828	GCF_001279375.1	2313038	
GCA_001279425.1	2308868	GCF_001279425.1	2345868	
GCA_001279445.1	2308888	GCF_001279445.1	2310288	
GCA_001279455.1	2308908	GCF_001279455.1	2310368	
GCA_001279485.1	2308928	GCF_001279485.1	2310308	
GCA_001279495.1	2308948	GCF_001279495.1	2310328	
GCA_001279545.1	2309008	GCF_001279545.1	2345588	
GCA_001279605.1	2309068	GCF_001279605.1	2310388	
GCA_001279615.1	2309058	GCF_001279615.1	2310468	
GCA_001279625.1	2309098	GCF_001279625.1	2310808	
GCA_001279655.1	2309108	GCF_001279655.1	2310768	
GCA_001279685.1	2309138	GCF_001279685.1	2310828	
GCA_001279695.1	2309148	GCF_001279695.1	2310888	
GCA_001279725.1	2309188	GCF_001279725.1	2310668	
GCA_001279735.1	2309168	GCF_001279735.1	2310188	
GCA_001279765.1	2309208	GCF_001279765.1	2310848	
GCA_001279775.1	2309228	GCF_001279775.1	2310948	
GCA_001279805.1	2309268	GCF_001279805.1	2310428	
GCA_001279815.1	2309248	GCF_001279815.1	2310348	
GCA_001279845.1	2309298	GCF_001279845.1	2310228	
GCA_001279855.1	2309308	GCF_001279855.1	2310488	
GCA_001279885.1	2309328	GCF_001279885.1	2310688	
GCA_001279905.1	2309348	GCF_001279905.1	2310648	
GCA_001279925.1	2309368	GCF_001279925.1	2310608	
GCA_001279935.1	2309388	GCF_001279935.1	2310708	
GCA_001279965.1	2309408	GCF_001279965.1	2310728	
GCA_001279985.1	2309428	GCF_001279985.1	2345608	
GCA_001280005.1	2309468	GCF_001280005.1	2310928	
GCA_001280015.1	2309448	GCF_001280015.1	2310508	
GCA_001280045.1	2309488	GCF_001280045.1	2310748	
GCA_001280065.1	2309508	GCF_001280065.1	2310628	
GCA_001280095.1	2309548	GCF_001280095.1	2310548	
GCA_001280125.1	2309568	GCF_001280125.1	2310408	
GCA_001280885.1	2311698	GCF_001280885.1	2312288	
GCA_001282115.1	2314078	GCF_001282115.1	2325248	
GCA_001293595.1	2326178	GCF_001293595.1	2336348	
GCA_001294335.1	2326918	GCF_001294335.1	2336948	
GCA_001294345.1	2326938	GCF_001294345.1	2336968	
GCA_001414545.1	2532048	GCF_001414545.1	2535718	
